,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
790,-1,2.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,
791,1,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,
792,-1,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,
793,-1,1.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,
794,1,4.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,
795,-1,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,
796,-1,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,
797,-1,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,
798,1,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,
799,1,3.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,
800,1,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,
801,1,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,
802,1,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,
803,-1,3.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,
804,1,1.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,
805,-1,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,
806,-1,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,
807,1,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,
808,-1,4.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,
809,-1,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,
810,-1,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,
811,1,1.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,
812,-1,1.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,
813,-1,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,
814,-1,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,
815,1,4.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,
816,1,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,
817,-1,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,
818,-1,1.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,
819,-1,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,
820,-1,3.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,
821,1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,
822,1,4.0,4.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,
823,1,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,
824,-1,4.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,
825,1,4.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,
826,-1,4.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,
827,-1,1.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,
828,-1,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,
829,-1,4.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,
830,1,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,
831,1,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,
832,-1,2.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,
833,-1,3.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,
834,1,4.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,
835,-1,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,
836,1,1.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,
837,-1,4.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,
838,1,2.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,
839,1,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,
840,1,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,
841,-1,1.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,
842,1,4.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,
843,1,2.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,
844,1,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,
845,1,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,
